payments,email,opened,agreement,credit_limit,risk_score
730,0,0,0,1886.0486329730288,0.6170919960730936
680,0,0,0,1029.2934503993422,0.47125406660525904
610,0,0,0,567.082249715404,0.3185902813823625
640,1,1,0,1545.483518415416,0.5785376404246964
620,0,0,0,544.5663855099646,0.3162452450047625
710,0,0,0,1467.5691680375508,0.5551029502073702
500,0,0,0,733.567438303231,0.3683092801851566
510,0,0,0,691.1262908733613,0.35856285350827843
750,0,0,0,1189.017409972466,0.4981744558572342
710,1,1,0,1229.324256241025,0.49966947286755337
600,1,1,1,1269.3447216997595,0.4942475770240096
860,0,0,0,2990.9628627638185,0.718705401712572
680,1,1,1,664.3259207571507,0.36556001602602956
510,1,1,1,432.83880524004144,0.2725713908455763
590,1,0,0,778.047495171454,0.3975964272923318
840,1,0,0,2018.2664452845017,0.6278467828412174
590,0,0,0,629.538236924214,0.33500026398991706
750,0,0,0,1458.558234800022,0.5381965158600313
810,1,0,0,1288.6389426247958,0.5018748713153939
610,0,0,0,1762.564955553345,0.5876388062238279
640,0,0,0,1161.8473273806421,0.5002591685541048
750,0,0,0,1475.1815746121806,0.5489034517762222
690,1,1,0,945.6127105842509,0.4503829003146146
620,0,0,0,1570.1464081939675,0.55496408375762
790,1,0,0,1620.753645986978,0.5694028998394514
740,0,0,0,978.010119086746,0.46013909067696307
720,0,0,0,1074.4550560522782,0.4813920032891807
1050,0,0,0,2577.182060744783,0.6958003587139985
870,1,1,0,2057.7874126745587,0.6246089967507931
830,0,0,0,1387.6293345729114,0.5302916337183634
660,1,0,0,834.3552909533884,0.40542701941587583
730,1,1,1,1561.9260984222792,0.5645836772581798
570,1,1,0,1362.7423771265362,0.5135218703394522
690,0,0,0,1190.2925074898153,0.4889218183148552
530,0,0,0,381.500732207178,0.21497289665501756
580,0,0,0,1151.7813153319817,0.4920259198867672
620,0,0,0,1160.3276415725295,0.49412176979198746
780,1,0,0,1693.5100809448186,0.5892583763653607
630,1,1,0,1586.2419531421099,0.5680616979471241
800,0,0,0,1838.9017354967325,0.5799471707810138
660,1,0,0,911.0580252784057,0.40742304947217395
800,1,1,0,1564.2587896190223,0.5508464156481403
830,0,0,0,1044.563573909823,0.4603858269977485
680,1,0,0,1642.5573259000703,0.5880512067511788
550,0,0,0,1197.1724011137821,0.49394368393041366
770,1,1,1,1983.5218445224439,0.6133996137061853
740,0,0,0,610.7422859109637,0.3267153252602405
750,0,0,0,1382.6787491445004,0.5464635290244972
620,0,0,0,650.3771102505967,0.3531672636139685
710,0,0,0,1364.1499971795733,0.5385197131571733
610,1,1,0,980.7722854019211,0.42810830621350143
580,1,1,1,332.9507347335842,0.21516681676602148
680,1,0,0,1136.9587322330535,0.4802504408627605
790,1,1,0,1696.4089512738371,0.5895810288717859
670,0,0,0,949.0762391591437,0.45610179150957564
600,1,1,0,1580.1279234077383,0.5517533783730052
620,1,0,0,1004.0949685430535,0.44987104632301256
590,0,0,0,933.7586075849825,0.4442440416181123
650,0,0,0,1096.9388794045103,0.4908034398180071
760,0,0,0,1165.4022719011227,0.5251259211228467
810,1,0,0,1572.0197386978498,0.5640677965729892
650,1,0,0,755.1317750636554,0.4020734617016761
800,1,0,0,1412.9370988471626,0.5431888489544716
510,1,0,0,851.6113673028381,0.41007290541943175
600,0,0,0,1483.6297355463018,0.5577607117318701
600,1,0,0,899.9624233103254,0.41807576785638184
750,1,1,0,721.7560749430558,0.3834621114962827
500,0,0,0,1199.849701467968,0.4977562019729822
1030,1,1,0,2706.2657379547595,0.6944096963893504
750,1,0,0,1134.129257885261,0.4900592419865104
650,1,1,1,783.4506821530562,0.3991914788725649
750,1,1,1,1273.3061867496447,0.5287642814401943
550,0,0,0,1219.9617309081282,0.5003308675123355
610,1,1,0,1000.4268580895908,0.45633071599170005
650,0,0,0,1274.4410517212639,0.5224820866558557
780,1,0,0,1093.6283663640415,0.4740620444541635
770,0,0,0,1210.3595589428417,0.5073741830808527
560,0,0,0,991.744527466529,0.4563985057910618
650,1,1,1,1121.8557601425036,0.48523350894781747
800,0,0,0,1208.280264324113,0.5081398505073156
600,1,0,0,905.2256764417164,0.4021087775652694
610,1,1,1,1003.3939399694116,0.46814498208275224
690,1,1,0,1230.0405285535794,0.5082514065692861
760,0,0,0,1074.4098154118583,0.4711989117041842
830,0,0,0,1743.7333529911232,0.5983230631080404
750,1,0,0,1830.9967988593883,0.6115599822162255
650,1,0,0,1413.4510515083614,0.5361493646310749
520,0,0,0,789.8972767116277,0.42765098535040413
650,0,0,0,981.6876788864319,0.4501957542133338
730,1,1,1,1295.7831233989486,0.5052848641901393
680,1,0,0,970.8610930327416,0.456655787016303
750,1,1,0,1898.3270671209564,0.6136433920911928
780,1,0,0,839.8938172695578,0.4009004929806196
610,0,0,0,657.3381774258261,0.3548065476069921
650,0,0,0,1411.9350984133005,0.5237418325082994
560,1,0,0,814.5409429252753,0.410421808255389
780,1,1,0,1738.297177774711,0.5806064613527852
560,0,0,0,673.2518259729025,0.34383109453147054
670,0,0,0,1345.2307958261233,0.5118115600530935
660,0,0,0,709.1867900629044,0.35782027515976395
520,0,0,0,690.0608595477935,0.37974036255423455
540,0,0,0,967.0791743655599,0.4283674591372218
670,1,1,0,1064.0726285166832,0.45018071188282693
650,0,0,0,626.6220694087957,0.3557694903073167
800,0,0,0,1092.1410389692012,0.47527578504048595
700,0,0,0,947.201066451786,0.4552851141858
660,0,0,0,946.4018427589385,0.43036018642426666
650,0,0,0,1281.5653086948907,0.5236705150301383
680,1,1,1,752.0984937552586,0.37846754867851684
790,1,0,0,1562.224512961115,0.5754000315788669
800,0,0,0,2249.8743564980887,0.6518113063318289
580,1,0,0,797.1462141339704,0.38879008147795724
670,1,0,0,1264.6986565387608,0.517678323488009
500,1,0,0,746.7648552974108,0.38014497514850343
660,0,0,0,514.7800514525806,0.2990366851582766
620,0,0,0,618.8384473670625,0.3288738361659705
600,1,0,0,594.1736789592935,0.341942084130584
600,1,1,1,1642.0974999148966,0.5890261344128926
550,1,1,1,564.5477012043007,0.32442067150112247
660,1,0,0,1280.891351869416,0.5371796684982715
640,0,0,0,1421.3605394235399,0.5443637394787799
660,1,0,0,1415.473874052231,0.5461498064117596
710,0,0,0,826.3185720933691,0.40312289546095736
720,1,1,0,1737.9609724459235,0.5863560410113227
720,0,0,0,1766.5153914883274,0.5870749301686624
770,1,0,0,1110.543005766882,0.47912993856779196
540,1,0,0,1011.2234521437588,0.4530474722553925
650,1,0,0,941.73023580999,0.43113010167171256
670,1,1,1,1215.0500033227581,0.4933039351256106
660,1,1,1,399.4530603215767,0.24935755746483476
730,1,1,0,1362.6648892970652,0.5376743990959185
600,1,0,0,554.9930028632322,0.3315027408875077
710,0,0,0,1339.9007207511452,0.5396866665791181
720,1,0,0,1127.7834625687542,0.4961806942899619
610,0,0,0,716.9096335336819,0.3743666082364482
750,1,0,0,895.3883180156863,0.4285433643385826
710,0,0,0,1738.9379326886562,0.6108674317951591
650,1,1,0,1508.1160635081944,0.5580890841435322
720,0,0,0,1819.8963625397312,0.6016063872601963
660,1,1,1,1292.040839227748,0.5280839287854443
620,1,0,0,1122.8631652223723,0.48947415823211216
700,1,1,0,1067.9988911258652,0.47100302300363517
690,0,0,0,1448.0734504091365,0.5438617666908775
710,0,0,0,918.2175107192639,0.4319984315619374
590,1,1,0,780.1045901319027,0.3909187747392411
790,0,0,0,1562.3432332584064,0.5718523408022117
820,0,0,0,1622.3902829324675,0.5689546515891568
620,1,1,1,726.6234236584199,0.3740069428410863
620,0,0,0,858.2999518057206,0.4028859988298888
680,1,0,0,1056.8640075325723,0.47598693034488165
920,1,0,0,1727.007269540932,0.5924118157716779
680,1,1,1,1135.3885209787213,0.4817601679143156
780,1,0,0,3007.3853215792724,0.7277015020752654
760,1,1,0,1222.090096627012,0.5011471279433934
590,0,0,0,572.8090936391098,0.3226866822061786
690,1,1,1,879.0959934831969,0.41493876535663476
800,0,0,0,2384.493189685653,0.6534385317046981
720,0,0,0,1218.2120559050863,0.5136585731205578
690,1,0,0,1176.4597689452394,0.4870328957957801
730,1,1,1,1957.2204478056988,0.6169320353487454
760,1,1,1,1187.7335894978237,0.4928852572756281
860,1,1,1,1477.6065704696337,0.5566103926197405
760,1,0,0,1321.789014703743,0.5327896427522981
560,0,0,0,573.5410196569508,0.3364862666413701
960,0,0,0,1767.0000056409845,0.6051471388063019
640,1,0,0,778.1546591929151,0.38474729956811043
780,1,1,1,1238.6285081225876,0.5084902492153601
570,1,0,0,916.3622604230218,0.44283646266003085
690,0,0,0,929.4427886385254,0.4322058444729155
580,1,0,0,819.6202687774272,0.41535001026766677
760,0,0,0,1341.8991375053947,0.5133527575363261
660,0,0,0,1267.9662802694115,0.5009131993117721
580,0,0,0,822.4879260691423,0.400752594512255
690,0,0,0,1459.918645404439,0.545601471821745
550,0,0,0,841.4820181901525,0.40384585908059406
830,1,1,1,2102.1292015045406,0.646518587377494
810,1,1,1,2126.1956713398044,0.6500619364684507
720,1,1,0,1659.6644333313193,0.5838193215794665
730,0,0,0,1387.329184197737,0.5246963037083059
420,0,0,0,821.1028053136021,0.4116779005255405
690,0,0,0,845.3542149702407,0.4248159997743727
810,0,0,0,2552.645946606397,0.6860852001406457
700,1,0,0,991.3123442486842,0.47021068008117073
790,0,0,0,1847.8899213102009,0.604792098956709
630,1,1,1,1005.841292302429,0.4702680575992688
670,0,0,0,1277.352972088967,0.5109881722250352
630,1,0,0,1423.239012907285,0.5530093659913266
530,1,1,1,586.0230705835619,0.3362768639949752
700,1,0,0,1251.0660406509753,0.5172522059676006
730,1,0,0,1737.392519147984,0.5837196395830969
600,0,0,0,1221.8692161087517,0.5057067152392526
600,1,1,0,866.491441172192,0.41204139499578835
610,0,0,0,969.9889706485917,0.4422567013947177
720,0,0,0,1140.1929660471333,0.46999441890387694
520,0,0,0,853.3559046594071,0.40006358678705123
500,0,0,0,557.7674333506634,0.3088992441918853
630,0,0,0,1091.1390056081045,0.49609692034279373
740,1,0,0,1830.4665157968511,0.6161245850973425
800,0,0,0,1303.4738974701008,0.50754757841821585
530,0,0,0,1250.5063086467644,0.5102599280155342
750,1,0,0,1044.5009524104019,0.4678792880652706
830,0,0,0,1833.8684739122527,0.593487797473746
640,0,0,0,703.4634598753995,0.35313199830095965
590,1,0,0,684.4095815263214,0.36725597469109594
770,1,0,0,911.5114117028905,0.43490342383812103
740,0,0,0,1360.9496908745355,0.5140108255133207
550,1,1,1,687.4799507131153,0.3683415990923737
710,1,0,0,1230.9310108896645,0.5031635262317322
720,1,1,0,1421.9503216000335,0.5458224172957267
750,1,0,0,1148.6991350126407,0.48543517735738195
670,1,0,0,1166.838298762008,0.4875633827815136
750,1,1,1,1085.1161567146446,0.45788964315252817
750,0,0,0,1160.1692725162127,0.4974979922866189
610,0,0,0,924.9361869061623,0.43763559421809023
600,1,1,1,767.1003863111438,0.3798803196940498
650,1,0,0,1182.6707289923397,0.5001143826433163
870,0,0,0,1625.9671396542692,0.5696708276532291
870,1,0,0,1817.9738170280405,0.5910560031810683
640,1,1,1,1334.4527306821433,0.5314245417885427
760,0,0,0,1890.5599245517324,0.594434328692167
680,1,1,0,1081.5056982134993,0.4776212923030111
640,1,1,1,472.71409969007294,0.2987568487114768
670,1,0,0,996.409628916256,0.4670170881923366
550,1,0,0,895.1079972805994,0.44650636099999214
670,1,1,1,1338.0397340448465,0.542803013939912
690,0,0,0,946.6031480314949,0.450897790330354
760,1,1,1,1212.1212507845707,0.5050609197445299
830,0,0,0,1541.6140385539372,0.566949309285883
760,1,1,0,1444.7584558850788,0.5566136779723511
620,0,0,0,656.7112310905159,0.3596215858736372
790,1,1,1,2264.80035831714,0.657623813020276
740,0,0,0,1543.4453033811988,0.5664340789859106
580,0,0,0,1016.3677897112768,0.43504351499426286
540,0,0,0,642.4463322117964,0.3623638977740689
730,0,0,0,1363.8243758339047,0.53854443456263
550,1,0,0,927.9466365407868,0.431515617521856
610,0,0,0,1104.0217332729665,0.49506879294906675
600,0,0,0,966.6703770241731,0.4437888019446224
650,1,0,0,1037.491876619665,0.4612491245469306
640,1,1,1,790.0550275367178,0.39280474212268296
550,1,0,0,474.8762723207902,0.28076794888989387
600,1,1,0,828.8264013303108,0.3923031536450499
720,0,0,0,916.0776007288695,0.43837123107219644
760,1,0,0,657.8056608539623,0.35306419787023463
630,0,0,0,978.4507380829205,0.4623213689081157
600,0,0,0,1087.8651134154786,0.4745301630515166
750,0,0,0,870.9250787504376,0.42980781077801716
610,1,0,0,1655.5156084362352,0.5802434097544305
700,0,0,0,1266.820033297293,0.5073467555132405
420,0,0,0,651.8983066205977,0.3574584423794681
870,1,0,0,2452.8752177684164,0.680476234093199
690,1,1,0,2170.9837157529137,0.6510383949954589
640,0,0,0,1057.7872112075304,0.4741052323154394
700,1,0,0,1152.39648925081,0.48469344728513997
740,1,1,1,1232.5821119981777,0.4985769484486813
660,0,0,0,547.5563899397981,0.29813350997949994
680,0,0,0,1294.277404076995,0.5125062441325197
830,0,0,0,1796.6389552283538,0.601120528110263
710,1,1,0,1613.6115129101743,0.5659959375483082
780,1,0,0,712.8117997276593,0.3609411161373662
540,0,0,0,654.7453212300436,0.35456386215082886
640,1,1,1,1370.2054489077282,0.5442590677080343
590,1,1,0,553.1183962658833,0.322772742456675
780,0,0,0,1915.151804923572,0.6118572177208667
770,1,0,0,1132.130206590981,0.49455265734052883
550,1,1,0,499.01633282598385,0.2866902961645248
720,0,0,0,1374.3784657687945,0.5358619084015904
620,1,0,0,976.1149455757179,0.46839131124521854
540,0,0,0,518.123495146245,0.28515115744706854
520,1,0,0,1360.4040860770103,0.5263675010193705
570,1,1,1,1242.0631235313238,0.5042189054878293
590,1,1,1,347.3483309974491,0.2233144849794949
730,1,1,1,814.8425162618622,0.3867635680889106
690,0,0,0,1408.4410010998308,0.5374342150800132
710,0,0,0,1301.071772563546,0.5288717812318995
620,1,1,1,841.3745856016064,0.4027766395204496
620,0,0,0,396.27116780256904,0.23425970626719467
490,1,0,0,911.5797619792198,0.4562751126963596
590,0,0,0,1042.150830913408,0.4772596145601484
720,1,1,0,1055.6118712924501,0.4906243745308205
760,1,0,0,1308.389309667324,0.5013031194322961
700,0,0,0,1311.2754715756564,0.532300350824557
600,1,1,0,1539.1522861295118,0.5611083336411953
880,1,1,1,2092.3207882535803,0.6253744557396931
640,1,1,1,883.5682704483647,0.4154801290888934
440,1,0,0,588.839825613619,0.33580137328549386
830,0,0,0,1906.5727764560652,0.6228157425535314
680,1,1,0,885.5909674285243,0.41245299524661166
670,1,1,0,741.502386228736,0.36002320781856784
650,1,1,1,740.7805070415411,0.37260436241164974
660,1,1,1,881.8804256992246,0.42287816458960753
770,0,0,0,973.584508853876,0.43182992231247186
610,1,0,0,903.1476333933897,0.41732000198829106
550,0,0,0,726.5904664968963,0.3652991116525949
820,0,0,0,1458.2735421208663,0.546030454293356
770,0,0,0,1458.4265360137078,0.5464588417500469
650,0,0,0,779.155090378445,0.3933142916982887
720,1,1,0,1614.3193563128611,0.5694034065717833
600,0,0,0,743.3694677542634,0.38422968832164905
670,1,0,0,363.8241635065974,0.22083597596419977
650,1,0,0,1334.5550983188864,0.5181135263540558
660,1,0,0,406.11773965404126,0.24947239853434022
610,1,1,1,1314.641521467357,0.512010464792435
830,1,1,0,2062.3507819661722,0.6307105111799842
620,1,0,0,608.402667813554,0.3304378214957123
640,0,0,0,684.8158857604277,0.36667177451502697
820,0,0,0,1745.84610858717,0.5882815193694472
610,1,1,0,839.6648549014204,0.3986204958308791
640,1,0,0,1010.1998977961886,0.4615026856927194
680,0,0,0,1247.8905852833843,0.5235293931213972
820,1,0,0,608.6139456258497,0.32760027853730594
600,1,0,0,734.1938277631543,0.3855064201475001
620,0,0,0,1060.6113192293856,0.46879729715675245
580,0,0,0,686.0421576089077,0.3588454262649834
570,0,0,0,1333.509133910547,0.5135278336843573
820,0,0,0,1840.9435038381012,0.5965548562292696
580,0,0,0,952.8056047627773,0.4474643139858799
860,1,0,0,2209.1785381228897,0.6542459175715241
770,1,1,1,1851.9930712047794,0.6009150939381267
650,0,0,0,1237.6567073828444,0.4925257714570518
800,1,0,0,1666.4498190650847,0.577527383993199
840,0,0,0,2010.8672558466583,0.6408602631747659
510,0,0,0,866.7095996713618,0.4135205965990264
670,0,0,0,1300.4358923982502,0.5315421896361415
440,0,0,0,544.5802359012271,0.3024624504163469
620,0,0,0,1160.1537982544564,0.4913257759004939
580,1,1,1,877.8130876941374,0.4515089047882241
670,0,0,0,835.3473090948512,0.3981278836103994
580,0,0,0,1022.3626828080791,0.4667703203499881
740,1,1,0,1306.994340625182,0.5121123144373617
580,0,0,0,760.9034276290344,0.3882142777644089
550,1,1,1,806.9014138693923,0.4246787871784046
730,0,0,0,1722.180600520163,0.6137886257067661
630,0,0,0,760.8974329921687,0.37857286011273916
690,1,0,0,1479.2660064229503,0.5673788714186551
620,1,0,0,855.9739953542083,0.40559194773295987
730,0,0,0,1203.2778343509817,0.48861794336981945
640,0,0,0,1076.942542342494,0.46370135239842186
770,0,0,0,730.7318488595681,0.3771175682801964
620,1,0,0,678.0876340653027,0.33843799997319024
690,1,1,0,1340.2194553671877,0.5300780947288196
620,0,0,0,663.3637885317439,0.34962579675093386
630,0,0,0,1074.7211193616242,0.48330664549174596
570,1,1,0,767.8153877359237,0.37397990297965467
650,1,0,0,1022.9052979877389,0.4421005216411702
590,0,0,0,964.5526884097144,0.47485124500784526
670,1,0,0,895.6129870629344,0.42722704150292057
610,0,0,0,643.9350979264053,0.3689998033011803
690,0,0,0,867.9151532898304,0.409010294450205
620,1,0,0,1515.70145689189,0.5375363778289516
630,0,0,0,596.9001522295822,0.3490442703297494
680,0,0,0,1536.8103801174263,0.5696138278884816
760,0,0,0,1472.2327036318356,0.5661891904563717
620,0,0,0,1138.4027359137224,0.4956669233023782
720,0,0,0,1657.0187072048768,0.5884875778776081
570,1,0,0,690.5600093346134,0.36903925131750137
790,1,0,0,1838.3009951234048,0.6153057721802637
650,1,1,0,985.422815123101,0.4458917402794388
800,0,0,0,1891.408641487531,0.6147646801404572
500,1,1,1,403.1895063486925,0.2581697592151496
820,1,1,1,1617.1056070146008,0.5779904285081877
690,0,0,0,1302.7600828623165,0.5146126869228449
730,1,1,1,1085.2962095301657,0.47011324302402274
710,0,0,0,1921.1585305496965,0.6158082561692334
500,0,0,0,376.86778559223615,0.24283527974422978
610,0,0,0,602.4211239739782,0.3303041947271646
820,1,1,0,2217.33984011383,0.6461534586844956
750,0,0,0,1704.450854442527,0.5919945854614482
370,1,0,0,582.6776856505508,0.33493697983068593
820,0,0,0,1331.466385457787,0.5254919814349922
650,0,0,0,947.8131124002904,0.44540343547901573
610,0,0,0,1233.483539999177,0.5025395143721436
770,1,1,1,1519.1282726427316,0.5449220060596085
650,0,0,0,685.2497048070268,0.3683048779313666
610,0,0,0,923.1816217905788,0.42518721422861183
590,0,0,0,797.4082537023656,0.405807942608092
700,1,0,0,1367.4531503349376,0.5446419139893162
550,1,1,0,1241.1396165561537,0.511151014849716
530,0,0,0,545.9655934798305,0.3246428278166391
680,0,0,0,1042.7419135905468,0.4705867291896133
530,0,0,0,1536.3519752742388,0.5699614385179149
690,1,1,0,1027.177344527649,0.47807439126238327
480,0,0,0,608.0681406657857,0.34061774481649204
550,1,0,0,374.1853756680927,0.24844559904155517
510,0,0,0,785.4846227791461,0.3721677874019366
600,0,0,0,903.8722262112792,0.4255488097605275
630,1,0,0,952.1129668733838,0.45423792000726937
720,0,0,0,1885.3677328375775,0.6155403947529069
690,0,0,0,789.3637518229975,0.424592902521955
790,0,0,0,2319.8446456208685,0.6608626811632269
600,1,1,0,1053.182507410155,0.46070525870242457
520,0,0,0,1072.0253681800402,0.46599528507874854
720,0,0,0,941.6253062623141,0.4413789661288909
630,0,0,0,1232.9292986740672,0.5127993776625623
610,0,0,0,685.8170367956047,0.37504231142496874
650,0,0,0,1381.69548017949,0.5271496353161438
580,1,0,0,1071.2112643727457,0.4734403891956085
570,1,1,0,1004.2439186486503,0.4705812460836528
680,1,1,0,1532.9148506888703,0.5472046916450999
690,0,0,0,1667.6388919446222,0.592142240563894
710,1,0,0,656.3118153393941,0.35705302032062614
750,1,1,1,977.7695222160396,0.45765948588670297
620,1,0,0,770.955580633573,0.3999961101139377
750,0,0,0,1347.5376074025157,0.5358522726005898
670,1,1,1,1330.9792795701917,0.5058915283421308
620,0,0,0,854.2414953635658,0.39595504162181205
630,1,0,0,988.4895604035485,0.4470685913354094
610,0,0,0,857.2144455647198,0.4221657995488874
580,1,1,0,780.2907736263462,0.4041735988398007
570,1,1,1,909.3174784871467,0.42789542322888546
670,0,0,0,1178.6181011668682,0.4760725457932054
570,1,1,0,1361.9460059200305,0.5058776623540937
690,1,1,1,1110.7053765608894,0.47874789794038697
860,1,0,0,2259.187930410171,0.6557749905591749
670,0,0,0,929.7009810795165,0.4326605651332372
570,0,0,0,1076.1590574570782,0.48374251571625576
1050,0,0,0,2716.1485004992965,0.6925682608632415
600,1,1,1,872.3617331166398,0.4347913527297293
500,0,0,0,772.7241785918856,0.39477673763260646
600,0,0,0,1007.9166261372225,0.46310114169530653
730,1,1,0,1220.0234092575658,0.49973052047260513
640,0,0,0,554.5152385426709,0.33562689678527013
680,0,0,0,1091.8648549429013,0.4774789091398728
730,0,0,0,1429.0568376495835,0.5511248360907051
660,1,0,0,1704.7567530507492,0.5786331173861544
580,0,0,0,713.8607316744044,0.38092826113180545
630,0,0,0,1053.5537897593606,0.4760002268314805
480,1,1,1,1047.6492511600543,0.4567695413720073
620,1,1,0,1234.6252428043813,0.5001345205228911
740,1,0,0,1579.3443360766246,0.5452392356914508
660,0,0,0,1606.279624904762,0.561274670102026
540,0,0,0,686.9915919283411,0.36904891090632813
560,1,1,0,808.3507854663086,0.3895933588912531
700,0,0,0,1623.7691422977903,0.5793220446422742
480,1,1,1,472.342101335737,0.2699679265084234
900,1,0,0,1697.1968479993625,0.6074932068080103
660,1,1,1,588.6063094189323,0.3285052396753831
740,1,0,0,1590.0829557864345,0.5646644105173128
620,1,1,1,1145.5234587836028,0.4841297569279795
560,0,0,0,458.79775615315504,0.28711792996104823
660,0,0,0,1641.1811034934676,0.5827481046344908
650,0,0,0,1589.1763048821592,0.5651703507206204
700,1,0,0,956.647981031114,0.46562749863074426
660,1,1,0,1370.6788861090392,0.5367451487959477
560,1,1,1,733.4513727521496,0.3779762303373891
640,1,1,0,953.4448867726348,0.4464569450989257
680,1,0,0,1446.3104050044303,0.5574426513353293
730,0,0,0,1779.9222089300106,0.6067442532221302
730,0,0,0,995.3180847073128,0.47382199343313736
690,1,1,1,682.6718155630382,0.35755145555140594
690,0,0,0,1973.345754030656,0.617954292393241
550,0,0,0,805.6778101741687,0.3962501113280651
670,1,0,0,1256.976243489041,0.5020943471858278
710,1,1,1,1085.222066852758,0.47690727672658006
760,1,1,0,1012.6948958013454,0.45456679502870223
770,1,0,0,1695.328722364291,0.5814541197524054
680,0,0,0,1010.6804645617186,0.4389459546537876
730,1,0,0,1290.8901321692451,0.5270340698471961
690,1,1,1,806.2509427641436,0.4003803768360923
600,1,1,0,376.69303180268633,0.2349818922547216
470,0,0,0,420.0376092963544,0.259989627242417
510,0,0,0,940.8731643518663,0.4443631200385323
850,0,0,0,1758.4558794237782,0.5911546993679815
610,1,0,0,868.4170217519033,0.41339439990765975
670,1,1,0,1090.025543393208,0.4719020678098662
750,0,0,0,1287.5373870863345,0.5172035764436173
550,1,1,1,432.4913615747734,0.2523549691157981
910,1,1,0,1837.0805412784384,0.6045664188003125
730,1,1,1,1072.4662205175105,0.46790000352084327
880,1,1,0,2055.2564261989737,0.6387710068559778
590,1,1,1,728.674039626109,0.36621497410232207
690,0,0,0,1371.013401026425,0.5253415131689435
550,0,0,0,1125.1612531295802,0.4785408032756645
860,1,1,1,1795.6749862668905,0.6109710353191683
980,1,1,0,2863.2871262007593,0.7105138938197266
590,0,0,0,577.0699668816785,0.32896817862362965
940,1,1,1,1748.221771709681,0.6050478564868171
770,0,0,0,576.6659318025751,0.33585425581726464
800,1,0,0,1537.2816970382444,0.5631367412761488
710,1,1,1,517.2789988018136,0.2961700889212586
480,0,0,0,810.1372314981006,0.396629451389484
530,0,0,0,453.45496756764084,0.26976381781649417
590,1,1,0,1104.831844968996,0.4772083528108912
840,0,0,0,1788.7296849579336,0.5967672496203957
780,1,1,1,1514.3875421418084,0.5541487878603442
630,0,0,0,957.9046340015625,0.4537518136041723
670,1,1,1,1149.6628954366615,0.4909100581698536
640,1,0,0,868.1929088207906,0.43659389056157155
700,0,0,0,1452.0434040241992,0.5375730059434985
750,1,1,0,1001.6806448403502,0.4593074189767641
710,0,0,0,1560.8309292855479,0.5605890663948827
590,1,1,1,739.4328615534167,0.3789108868034316
740,1,1,0,1021.8967708004612,0.46240267871412605
640,1,0,0,911.3657996675967,0.42133945816193147
640,1,0,0,834.1462025610294,0.4051052514669102
800,0,0,0,1392.516290750085,0.5448420442051455
820,0,0,0,1334.1829821829342,0.5376980338174302
530,1,0,0,893.0146649212734,0.43273130394372683
700,1,0,0,845.6552292032165,0.39668717737365095
430,0,0,0,905.2197410757135,0.451298741130734
620,0,0,0,934.7938158424054,0.4685032342302617
720,1,0,0,1176.5432747278367,0.5091300948244805
680,0,0,0,1480.5898551824616,0.5513997777376913
680,0,0,0,1368.0477314265793,0.541239454787959
